indexid,filename,title,creator,date,description,subject,place,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement
josephy0201,,Passing as White,Rich Wandschneider,2012-04-05,"Blog entry from April 5, 2012",Mildred Rinker Bailey;'passing';Oregon movies;Bing Crosby;Mildred Bailey;Cour d'Alene Tribe,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/04/passing-as-white.html,record,url,eng,,
josephy0202,,"Alvin, Henry Luce, and their times",Rich Wandschneider,2012-03-28,"Blog entry from March 28, 2012",Henry Luce;Mossadegh;Time Magzine;Alvin Jospehy;Alvin M. Josephy Jr.,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/alvin-henry-luce-and-their-times.html,record,url,eng,,
josephy0203,,Over and over again,Rich Wandschneider,2012-03-22,"Blog entry from March 22, 2012",Albany Plan;Benjamin Franklin;Alvin Josephy;Thomas Jefferson;Adams and Jefferson;David McCullough;John Adams,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/over-and-over-again.html,record,url,eng,,
josephy0204,,Invisible Indians,Rich Wandschneider,2012-03-14,"Blog entry from March 14, 2012",Iroquis Legue;Trail of Tears;Benjamin Franklin;Age of Jackson;Alvany Plan;David McCullough;Indan history;John Adams,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/invisible-indians.html,record,url,eng,,
josephy0205,,Learning to be a librarian,Rich Wandschneider,2012-03-07,"Blog entry from March 7, 2012",Oregon Poetic Voices;Hear Me My Chiefs;Caxton Press;Lamb Foundation;Alvin Josephy;Nex Perce history;Yellow Wolf;Sohon drawings. Gustovus Sohon;Doug Erickson;Alvin M. Josephy Jr.,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/learning-to-be-librarian.html,record,url,eng,,
josephy0206,,Vine and Alvin,Rich Wandschneider,2012-02-28,"Blog entry from February 28, 2012",National Museum of American Indian;Smithsonian Musuem of American Indian;Alvin Josephy;Heye Museum;Vine Deloria;Alvin M. Josephy Jr.,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/vine-and.html,record,url,eng,,
josephy0207,,McCullough and Josephy—part 2,Rich Wandschneider,2012-02-22,"Blog entry from February 22, 2012",NMAI;Alvin Josephy;Heye Museum;American Heritage Magazine;American Heritage publshing;NCAI;Alvin M. Josephy Jr.;David McCullough;NARF,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/mccullough-and-josephypart-2.html,record,url,eng,,
josephy0208,,From the Wallowas to Germany and Buchenwald in WW II—Jack McClaran remembers,Rich Wandschneider,2012-02-16,"Blog entry from February 16, 2012",Buchenwald;WW II;Jack McClaran,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/from-wallowas-to-germany-and-buchenwald.html,record,url,eng,,
josephy0209,,Bobbie Conner new Board Chair at NMAI,Rich Wandschneider,2012-02-06,"Blog entry from February 6, 2012",NMAI;National Museum of American Indian;TamÃ¡stslikt;Walla Walla Indians;As Days Go By; Cayuse;Nez Perce Indians;Umatilla;Roberta Conner;Lewis and Clark through Indian Eyes;Bobbie Conner,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/bobbie-conner-new-board-chair-at-nmai.html,record,url,eng,,
josephy0210,,Josephy and David McCullough—the narrative historian,Rich Wandschneider,2012-02-01,"Blog entry from February 1, 2012",American Heritage;High Country News;Narrative history;Jackson Hole Institute;Time Magazine;David McCullough,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/josephy-and-david-mcculloughthe.html,record,url,eng,,
josephy0211,,Alvin and Hollywood—what stuck!,Rich Wandschneider,2012-01-25,"Blog entry from January 25, 2012",Peter Ortiz;Captive City;Operation Secret;US Marine journalists;Alvin Josephy;The Long and the Short and the Tall;Begnning or the End,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/01/alvin-and-hollywood-what-stuck.html,record,url,eng,,
josephy0212,,Alvin and Grace: Nez Perce and settlers in the Wallowa Country,Rich Wandschneider,2012-01-17,"Blog entry from January 17, 2012",Oregon history;Grace Bartlett;Nez Perce Indians;Alvin Josephy;Wallowa Country;Wallowa County;Alvin M. Josephy Jr.;Nez Perce War,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/01/alvin-and-grace-nez-perce-and-settlers.html,record,url,eng,,
josephy0213,,Josephy blog in 2012,Rich Wandschneider,2011-12-27,"Blog entry from December 27, 2011",Josephy Library;Alvin Josephy;SAGE libraries,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/12/josephy-blog-in-2012.html,record,url,eng,,
josephy0214,,Alvin and the occupiers,Rich Wandschneider,2011-11-18,"Blog entry from November 18, 2011",Occupiers;Alvin Josephy;Jack Loeffler;Wall Street occupation,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/11/alvin-and-occupiers.html,record,url,eng,,
josephy0215,,At the edge of the rez,Rich Wandschneider,2011-10-16,"Blog entry from October 16, 2011",Western fiction;Greasewood Creek;Pamela Steele;Counterpoint Press;Jump Off Creek;Molly Gloss,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/10/at-edge-of-rez.html,record,url,eng,,
josephy0216,,Mohave Indian Band,Rich Wandschneider,2011-10-10,"Blog entry from October 10, 2011",Calisle Band;Carlisle Institute;Indian Bands;Mojave Indian Band,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/10/mohave-indian-band.html,record,url,eng,,
josephy0217,,Josiah Red Wolf: Nez Perce War vet—and musician,Rich Wandschneider,2011-10-06,"Blog entry from October 6, 2011",Lapwai;Lee Morse;Carlisle Institute;Columbus Day Parade;Josiah Red Wolf;Nez Perce War,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/10/josiah-red-wolf-nez-perce-war-vet-and.html,record,url,eng,,
josephy0218,,"Alvin Josephy, Cornplanter, and the Kinzua Dam",Rich Wandschneider,2011-09-22,"Blog entry from September 22, 2011",Kinzua dam;Seneca Nation;Alvin Josephy;Cornplanter;Robert Odawi Porter,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/09/alvin-josephy-cornplanter-and-kinzua.html,record,url,eng,,
josephy0219,,Learning—and teaching—Indian history,Rich Wandschneider,2011-06-30,"Blog entry from June 30, 2011",Indian history;1492;Charles Mann;Alvin Josephy;1491,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/06/learning-and-teaching-indian-history.html,record,url,eng,,
josephy0220,,Amateur Historians,Rich Wandschneider,2011-05-16,"Blog entry from May 16, 2011",Wallowa County Museum;New York Westerners;American Heritage;Alvin Josephy;Wallowa County,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/05/amateur-historians.html,record,url,eng,,
josephy0221,,Who was Gwen Coffin?,Rich Wandschneider,2011-03-31,"Blog entry from March 31, 2011",WW II;Japanese Internment camps;Alvin Josephy;Wallowa County Chieftain,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/03/who-was-gwen-coffin.html,record,url,eng,,
josephy0222,,How do we keep learning from Alvin?,Rich Wandschneider,2011-03-15,"Blog entry from March 15, 2011",1492;Custer Battlefield;Wounded Knee;Alvin Josephy;pre-columbian america,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/03/how-do-we-keep-learning-from-alvin.html,record,url,eng,,
josephy0223,,A reflection on Winona LaDuke's visit to Fishtrap,Rich Wandschneider,2011-03-01,"Blog entry from March 1, 2011",Fishtrap;'nobel savage;Winona LaDuke;Alvin Josephy;White Earth Reservation;' 'vanishing indian;' Edward Sheriff Curtis;Itasca State Park,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/03/reflection-on-winona-ladukes-visit-to.html,record,url,eng,,
josephy0224,,"Paul VanDevelder, Salmon, Josephy, 'dominionists,'...",Rich Wandschneider,2011-02-22,"Blog entry from February 22, 2011",Paul VanDevelder;Alvin Josephy;salmon,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/02/paul-vandevelder-salmon-josephy.html,record,url,eng,,
josephy0225,,"Josephy, Indians, and the Environment",Rich Wandschneider,2011-01-27,"Blog entry from January 27, 2011",Kinzua dam;Black Mesa.;Seneca;Alvin Josephy;Jack Loeffler,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/01/josephy-indians-and-environment.html,record,url,eng,,
josephy0226,,a recollection from Tom Hutchison,Rich Wandschneider,2011-01-18,"Blog entry from January 18, 2011",Tom Hutchison;Alvin Josephy;hawaiin music,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/01/recollection-from-tom-hutchison.html,record,url,eng,,
josephy0227,,"Josephy, Thorndike, American Heritage, & the business of memoir",Rich Wandschneider,2011-01-06,"Blog entry from January 6, 2011",Sun Magazine;American Heritage;Alvin Josephy;Joe Thorndike;John Thorndike,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/01/josephy-thorndike-american-heritage.html,record,url,eng,,
josephy0228,,The 'Westerners',Rich Wandschneider,2010-11-09,"Blog entry from November 9, 2010",Appaloosa Horse;New York Westerners;Brand Book;Alvin Josephy;Westerners,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/11/westerners.html,record,url,eng,,
josephy0229,,Oregon is Indian Country,Rich Wandschneider,2010-09-28,"Blog entry from September 28, 2010",Oregon tribes;Oregon Days of Culture;Nez Perce Indians;Alvin Josephy;Wallowa County;Oregon Historical Society,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/09/oregon-is-indian-country.html,record,url,eng,,
josephy0230,,Alvin at War,Rich Wandschneider,2010-09-07,"Blog entry from September 7, 2010",Guam;Pacific War;Iwo Jima;Marine Corps;Guadalcanal;Alvin Josephy;The Long and the Short and the Tall,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/09/alvin-at-war.html,record,url,eng,,
josephy0231,,Alvin Josephy at War,Rich Wandschneider,2010-09-07,"Blog entry from September 7, 2010",Guam;Pacific War;Iwo Jima;Alvin Josephy;US Marines,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/09/alvin-josephy-at-war.html,record,url,eng,,
josephy0232,,The picture at top of the page,Rich Wandschneider,2010-08-31,"Blog entry from August 31, 2010",Nez Perce Indians;Alvin Josephy;Gilbert Conner;Yale University Press;Chester Kerr,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/08/picture-at-top-of-page.html,record,url,eng,,
josephy0233,,Alvin Josephy in Mexico—1937,Rich Wandschneider,2010-08-18,"Blog entry from August 18, 2010",Barbara Kingsolver Lacuna;Leon Trotsky;Ken Magazine;Alvin Josephy;President Cardenas;Graham Greene in Mexico,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/08/alvin-josephy-in-mexico-1937.html,record,url,eng,,
josephy0234,,"Loeffler, Abbey, and Josephy",Rich Wandschneider,2010-08-11,"Blog entry from August 11, 2010",Ed Abbey;Fishtrap;Alvin Josephy;Jack Loeffler,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/08/loeffler-abbey-and-josephy.html,record,url,eng,,
josephy0235,,About the Josephy Library at Fishtrap,Rich Wandschneider,2010-07-21,"Blog entry from July 21, 2010",Library at Fishtrap;Alvin Josephy,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/07/about-josephy-library-at-fishtrap.html,record,url,eng,,
